title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Mukti (1977 film),tt0369746,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/1977Mukti.jpg/220px-1977Mukti.jpg,https://en.wikipedia.org/wiki/Mukti_(1977_film),Mukti,Mukti,0,1977,150,Crime|Drama|Romance,7.2,40.0,Kailash Sharma is found guilty of sexually molesting Shanno and killing Dheeraj Kumar Verma  and sentenced to be hanged by the Jammu & Kashmir Sessions Court. After his appeals at both High and Supreme Courts fail  he asks his wife  Seema  to take their daughter  Pinky  and re-locate elsewhere. Seema and Pinky re-locate to Bombay where she takes up sewing to make a living. She befriends their neighbor  Ratan  and both get married. 14 years later Pinky has grown up and has a boyfriend  Vikram  who she wants to marry. Meanwhile  Kailash  who is still alive as his sentence was changed to life imprisonment  arrives in Bombay to look for his family. After sometime he does find them but decides not to interfere in their lives as they appear to be happy. But when Seema finds out she goes to meet him secretly - a visit that will set off a chain of events that will end up drastically changing their lives forever.,Kailash Sharma is found guilty of sexually molesting Shanno and killing Dheeraj Kumar Verma  and sentenced to be hanged by the Jammu & Kashmir Sessions Court. After his appeals at both High...                    ,,Shashi Kapoor|Sanjeev Kumar|Vidya Sinha|Deven Verma|Master Bittoo|Bindiya Goswami|A.K. Hangal|Anju Mahendru|Kader Khan|Dev Kumar|D.K. Sapru|Murad|Brahm Bhardwaj|Pinchoo Kapoor|,,14 August 1977 (India)
Paapi,tt0076515,https://upload.wikimedia.org/wikipedia/en/1/1a/Paapi.jpg,https://en.wikipedia.org/wiki/Paapi,Paapi,Paapi,0,1977,\N,Action|Crime|Drama,7.5,43.0,As a child  Rano is separated from her family; her parents long dead  her elder sister raped and murdered  and her brother mistakenly believed to have died on that same terrible night. Rano is raised by a smuggler and grows up to be a thief. Her life of crime leads her to Dr. Ashok Roy  who believes patience and love can cure criminals. But Detective Raj Kumar is also on Rano's trail  and he believes in merciless justice. But what neither realizes is that he is also her long lost brother...,Long lost siblings grow up on opposite sides of the law; the girl becomes a thief and the boy becomes a police officer.,,Sunil Dutt|Sanjeev Kumar|Zeenat Aman|Reena Roy|Prem Chopra|Padma Khanna|Madan Puri|Iftekhar|Durga Khote|Jagdish Raj|Jatin|Appi Umrani|Moolchand|Dhanraj|,,
Paheli (1977 film),tt0165907,,https://en.wikipedia.org/wiki/Paheli_(1977_film),Paheli,Paheli,0,1977,131,Drama|Family,7.8,28.0,Brij Mohan leaves his village home and settles down in Bombay  India. His mother refuses to go with him and remains alone in their palatial home. Brij gets married  his wife gives birth and shortly thereafter tragically passes away. Years later  Brij is now an established businessman  his son  Montu  is studying in the final year in school. He asks Montu to visit his grandma  and he reluctantly agrees to do so on the condition that his friends also accompany him. Upon arrival in the village  the group is besotted with nothing but problems  and his friends decide to return back  leaving Montu alone with his grandma. Montu strikes up a friendship with a precocious village girl named Gauri  who is an orphan  living with her cruel aunt  and two equally cruel cousin sisters. Montu and Gauri's friendship blossoms and they meet each other regularly  & Montu does not find village life as boring as he had expected. He also meets with a struggling farmer named Balram  his mother  and his ...,Brij Mohan leaves his village home and settles down in Bombay  India. His mother refuses to go with him and remains alone in their palatial home. Brij gets married  his wife gives birth and...                    ,,Satyajeet|Nameeta Chandra|Abka Chuliya|Arun Govil|Durga Khote|A.K. Hangal|Leela Mishra|Dina Pathak|,,
Palkon Ki Chhaon Mein,tt0299078,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Palkon_Ki_Chhaon_Mein.jpg/220px-Palkon_Ki_Chhaon_Mein.jpg,https://en.wikipedia.org/wiki/Palkon_Ki_Chhaon_Mein,Palkon Ki Chhaon Mein,Palkon Ki Chhaon Mein,0,1977,127,Drama|Family,7.7,59.0,Ravi (Rajesh Khanna) accidentally lands a job as postman in a remote village after being an unemployed college graduate for some Time. He meets a variety of people as he fits into rural life  including Mohini (Hema Malini). He mistakes her affection for something more  and falls in love  while she is still waiting for a somewhat philandering Army officer with whom she has had a fling with when his battalion is training near her village. Ravi withdraws into himself when he finds out about her fling  and tries to help her locate her love when war breaks out. He brings her news of her lover's death  and there are misunderstandings which cause anguish - eventually leading to a compromise and a happy ending. A couple of lilting melodies from Laxmikant Pyarelal compliment this film - Allah megh de  Dakhiya Dakh Laya  and Koi mere mathe pe bindiya . - it is somewhat of an extension of Khushboo  with some of the theatrical roles reversed. Sarat Chandra Chatterjee was known for poignancy in ...,Ravi (Rajesh Khanna) accidentally lands a job as postman in a remote village after being an unemployed college graduate for some Time. He meets a variety of people as he fits into rural ...                    ,,Rajesh Khanna|Hema Malini|Asrani|Farida Jalal|Kanhaiyalal Chaturvedi|Leela Mishra|Raju Shrestha|Sharma|Pratima Devi|Dhumal|Shahid Bijnori|Sunder|Amjad Khan|Jeetendra|,,4 November 1977 (India)
Pandit Aur Pathan,tt1176126,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Pandit_Aur_Pathan.jpg/220px-Pandit_Aur_Pathan.jpg,https://en.wikipedia.org/wiki/Pandit_Aur_Pathan,Pandit Aur Pathan,Pandit Aur Pathan,0,1977,\N,Action|Crime|Drama,5.9,7.0,Radha lives a poor lifestyle in a small town in India along with her brother  Shankar  who is a Hindu Priest (Pandit)  and makes a living driving a truck. Shankar has a close friend in Sher Khan (Pathaan)  who they treat as their brother. Both men are honest and assist the Police in apprehending stolen items and drugs much to the chagrin of underworld madam  Salma  and her henchmen Birju and Ramzan. They tamper with Shankar's truck  leading to an accident in which he loses his left leg  placing the trio in even more financial hardship. Their woes worsen when Sher is attacked  loses a lot of blood  and is hospitalized. Sher eventually survives with Shankar's assistance. Not satisfied with this outcome  Salma and her men now concoct a devious plan to do away with both Shankar and Sher once and for all.,Radha lives a poor lifestyle in a small town in India along with her brother  Shankar  who is a Hindu Priest (Pandit)  and makes a living driving a truck. Shankar has a close friend in Sher...                    ,,Kiran Kumar|Nazneen|Mehmood|Joginder Shelly|Dheeraj Kumar|Rita Haskar|,,
Parvarish (1977 film),tt0076527,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Parvarish%2C_1977_Hindi_film.jpg/220px-Parvarish%2C_1977_Hindi_film.jpg,https://en.wikipedia.org/wiki/Parvarish_(1977_film),Parvarish,Parvarish,0,1977,162,Action|Crime|Drama,6.9,813.0,Dreaded bandit Mangal Singh is apprehended by Deputy Superintendent of Police  Shamsher Singh  leaving behind a pregnant wife  who gives birth to a son  and passes away. Shamsher and his wife adopt the child  name him Amit  and treat him the same their own son  Kishan. Years later  Mangal is discharged from prison  joins together with his bandit brother  Dilip  and approaches Shamsher to get his son back  but Shamsher refuses. Kishan thinks that he is Mangal's son and starts helping him incognito. Years later both Kishan and Amit have grown up  while Amit is a Police Inspector  Kishan is a teacher in a school for blind children  and Shamsher is now the Police Commissioner. Kishan secretly helps his dad and uncle without anyone's knowledge. Then one day  Amit finds out about Kishan criminal activity  and tells his father about it  but both are unable to prove anything. Then their lives are turned upside down when Amit loses his vision saving Kishan from a time-bomb. Watch what happens ...,A policeman adopts the son of a bandit. A misunderstanding leads the officer's own biological son to believe he is the bandit's son and he takes up a secret life of crime; meanwhile  the adopted son becomes an officer of the law.,,Shammi Kapoor|Amitabh Bachchan|Vinod Khanna|Neetu Singh|Shabana Azmi|Kader Khan|Amjad Khan|Dev Kumar|Indrani Mukherjee|Heena Kausar|Master Ratan|Master Tito|Chand Usmani|Sheikh|,,11 November 1977 (India)
Safed Jhooth,tt0158179,,https://en.wikipedia.org/wiki/Safed_Jhoot,Safed Jhoot,Safed Jhoot,0,1978,\N,Comedy|Drama|Family,5.4,20.0,After the death of their parents  Kamla Gulati and her elder brother live together and assist each other. Soon her brother gets a job and they move up in life. Then Kamla elopes with a young man and leaves her brother without informing him of her whereabouts. Shortly thereafter her pregnant body is found lifeless  abandoned by her boyfriend. Now Gulati is the President of an organization  and has promoted young Vinod Thakur as it's Vice-President. Gulati goes for a holiday in Panchgani and upon arrival at the local Circuit House meets with a young woman who identifies herself as Vinodini T. Gulati  the daughter of T.N. Gulati. He starts treating her as his sister and becomes very protective toward her. When he finds out that a young man named Amol Palekar alias Ramu is attempting to woo her  he forbids her to see or have any contact with him in any way  as he fears that she may end up like Kamla. He is headed for several surprises as he will soon find out that Vinodini is not who she ...,After the death of their parents  Kamla Gulati and her elder brother live together and assist each other. Soon her brother gets a job and they move up in life. Then Kamla elopes with a ...                    ,,Ashok Kumar|Vinod Mehra|Mithu Mukherjee|Amol Palekar|Vidya Sinha|Deven Verma|,,
Priyatama,tt0152080,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Priyatama.jpg/220px-Priyatama.jpg,https://en.wikipedia.org/wiki/Priyatama,Priyatama,Priyatama,0,1978,120,Romance,6.6,39.0,Jeetu and Dolly are in love and would like to get married. After seeking Dolly's dad's blessings  they do get married and move in together. They live harmoniously for quite some time  until misunderstandings occur  minor molehills soon become mountains  and they threaten to separate from each other. That done  each goes to their respective lawyers to negotiate a divorce. When Dolly's dad finds out about this  he decides to pay them a visit. Alarmed that he will disapprove of their move to separate  both pretend to live together and show him that they are still in love. But truth has the nasty habit of showing up uninvited  and it will not be long before acrimony breaks out in his presence.,Jeetu and Dolly are in love and would like to get married. After seeking Dolly's dad's blessings  they do get married and move in together. They live harmoniously for quite some time  until...                    ,,Jeetendra|Neetu Singh|Rakesh Roshan|Utpal Dutt|Asha Sachdev|I.S. Johar|Asrani|Deven Verma|,1 win,8 September 1978 (Portugal)
Manmadha Leelai,tt0154838,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Manmadha_Leelai.jpg/220px-Manmadha_Leelai.jpg,https://en.wikipedia.org/wiki/Meethi_Meethi_Baatein,Manmatha Leelai,Manmatha Leelai,0,1976,161,Comedy|Musical|Romance,7.4,89.0,The film explores the life journey of a womanizer (Kamal Hassan) and his affairs with various women  including those who are married. The main conflict is between Kamal Hassan's character Madhu and his wife Rekha. Balachander's genius lies in objectifying married women of the city whilst creating a loving wife who's torn between accepting her husband and living a separated life after having discovered the travails of her own father.,It is about a married man involving in romantic escapades outside marriage and learns his mistakes in the end.,,Kamal Haasan|,,27 February 1976 (India)
Ram Bharose,tt0368194,,https://en.wikipedia.org/wiki/Ram_Bharose,Ram Bharose,Ram Bharose,0,1977,130,Comedy,6.7,17.0,Refusing to follow his corrupt brother's bad example  a sincere  honest but buffoonish police cadet helps to rout a gang of organised criminals who are involved in treachery  kidnapping and murder.,Refusing to follow his corrupt brother's bad example  a sincere  honest but buffoonish police cadet helps to rout a gang of organised criminals who are involved in treachery  kidnapping and murder.,,Randhir Kapoor|Rekha|Amjad Khan|Dara Singh|Keshto Mukherjee|Kanan Kaushal|Madan Puri|Nasir Hussain|Sujit Kumar|Raza Murad|Tom Alter|Sailesh Kumar|Gajanan Jagirdar|Jagdish Raj|,,
The Chess Players (film),tt0076696,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Chess_players.jpg/220px-Chess_players.jpg,https://en.wikipedia.org/wiki/Shatranj_Ke_Khiladi_(film),The Chess Players,Shatranj Ke Khilari,0,1977,129,Comedy|Drama|History,7.7,2758.0,Wazed Ali Shah was the ruler of one of the last independent kingdoms of India. The British  intent on controlling this rich country  had sent General Outram on a secret mission to clear the way for an annexation. While pressure was mounting amidst intrigue and political maneuvers  Ali Shah composes poems and listens to music  secluded in his palace. The court was of no help  as exemplified by nobles Mir and Mirza  who  ignoring the situation of their country and all of their duties towards their families  spend their days playing endless parties of chess.,Wazed Ali Shah was the ruler of one of the last independent kingdoms of India. The British  intent on controlling this rich country  had sent General Outram on a secret mission to clear the...                    ,,Sanjeev Kumar|Saeed Jaffrey|Shabana Azmi|Farida Jalal|Veena|David Abraham|Victor Banerjee|Farooq Shaikh|Tom Alter|Leela Mishra|Barry John|Samarth Narain|Bhudo Advani|Kamu Mukherjee|,3 wins & 2 nominations,3 October 1977 (India)
Saheb Bahadur,tt0155135,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Saheb_Bahadur.jpg/220px-Saheb_Bahadur.jpg,https://en.wikipedia.org/wiki/Saheb_Bahadur,Saheb Bahadur,Saheb Bahadur,0,1977,\N,Comedy,6.7,21.0,In a small town  situated in a picturesque Indian valley  lives a corrupt Deputy collector  Hare Murari  an equally corrupt Police Superintendent  Pasupathi; a doctor; a Judge; & Professor Rampyare. These officials always ensure that no one gets anything done without their permission  thus ensuring that their palms are adequately greased. When a young man named Prem Pratap seeks a license for conducting a song and dance sequence  he too is asked to bribe them  which he does. Subsequently  Hare Murari finds out that Prem Pratap may be a Government Official who has come incognito to investigate and expose them. Hare Murari's and the others worst fears are realized when they find out that Prem has been speaking long distance with none other than the President of India. What follows is hilarious chaos as the officials come together to try and portray themselves as honest and law-abiding citizens.,In a small town  situated in a picturesque Indian valley  lives a corrupt Deputy collector  Hare Murari  an equally corrupt Police Superintendent  Pasupathi; a doctor; a Judge; & Professor ...                    ,,Dev Anand|Priya Rajvansh|Ajit|Om Prakash|,,
